login,email,role,teacherId,studentId,password
sf9,sf9@g.nsu.ru,STUDENT,,DCS0549,student123
sfa,sfa@g.nsu.ru,STUDENT,,DCS0550,student123
sfb,sfb@g.nsu.ru,STUDENT,,DCS0551,student123
sfc,sfc@g.nsu.ru,STUDENT,,DCS0552,student123
sfd,sfd@g.nsu.ru,STUDENT,,DCS0553,student123
sfe,sfe@g.nsu.ru,STUDENT,,DCS0554,student123
sff,sff@g.nsu.ru,STUDENT,,DCS0555,student123
sfg,sfg@g.nsu.ru,STUDENT,,DCS0556,student123
sfh,sfh@g.nsu.ru,STUDENT,,DCS0557,student123
sfi,sfi@g.nsu.ru,STUDENT,,DCS0558,student123
sfj,sfj@g.nsu.ru,STUDENT,,DCS0559,student123
sfk,sfk@g.nsu.ru,STUDENT,,DCS0560,student123
sfl,sfl@g.nsu.ru,STUDENT,,DCS0561,student123
sfm,sfm@g.nsu.ru,STUDENT,,DCS0562,student123
sfn,sfn@g.nsu.ru,STUDENT,,DCS0563,student123
sfo,sfo@g.nsu.ru,STUDENT,,DCS0564,student123
sfp,sfp@g.nsu.ru,STUDENT,,DCS0565,student123
sfq,sfq@g.nsu.ru,STUDENT,,DCS0566,student123
sfr,sfr@g.nsu.ru,STUDENT,,DCS0567,student123
sfs,sfs@g.nsu.ru,STUDENT,,DCS0568,student123
sft,sft@g.nsu.ru,STUDENT,,DCS0569,student123
sfu,sfu@g.nsu.ru,STUDENT,,DCS0570,student123
sfv,sfv@g.nsu.ru,STUDENT,,DCS0571,student123
sfw,sfw@g.nsu.ru,STUDENT,,DCS0572,student123
sfx,sfx@g.nsu.ru,STUDENT,,DCS0573,student123
sfy,sfy@g.nsu.ru,STUDENT,,DCS0574,student123
sfz,sfz@g.nsu.ru,STUDENT,,DCS0575,student123
sg0,sg0@g.nsu.ru,STUDENT,,DCS0576,student123
sg1,sg1@g.nsu.ru,STUDENT,,DCS0577,student123
sg2,sg2@g.nsu.ru,STUDENT,,DCS0578,student123
sg3,sg3@g.nsu.ru,STUDENT,,DCS0579,student123
sg4,sg4@g.nsu.ru,STUDENT,,DCS0580,student123
sg5,sg5@g.nsu.ru,STUDENT,,DCS0581,student123
sg6,sg6@g.nsu.ru,STUDENT,,DCS0582,student123
sg7,sg7@g.nsu.ru,STUDENT,,DCS0583,student123
sg8,sg8@g.nsu.ru,STUDENT,,DCS0584,student123
sg9,sg9@g.nsu.ru,STUDENT,,DCS0585,student123
sga,sga@g.nsu.ru,STUDENT,,DCS0586,student123
sgb,sgb@g.nsu.ru,STUDENT,,DCS0587,student123
sgc,sgc@g.nsu.ru,STUDENT,,DCS0588,student123
sgd,sgd@g.nsu.ru,STUDENT,,DCS0589,student123
sge,sge@g.nsu.ru,STUDENT,,DCS0590,student123
sgf,sgf@g.nsu.ru,STUDENT,,DCS0591,student123
sgg,sgg@g.nsu.ru,STUDENT,,DCS0592,student123
sgh,sgh@g.nsu.ru,STUDENT,,DCS0593,student123
sgi,sgi@g.nsu.ru,STUDENT,,DCS0594,student123
sgj,sgj@g.nsu.ru,STUDENT,,DCS0595,student123
sgk,sgk@g.nsu.ru,STUDENT,,DCS0596,student123
sgl,sgl@g.nsu.ru,STUDENT,,DCS0597,student123
sgm,sgm@g.nsu.ru,STUDENT,,DCS0598,student123
sgn,sgn@g.nsu.ru,STUDENT,,DCS0599,student123
sgo,sgo@g.nsu.ru,STUDENT,,DCS0600,student123
sgp,sgp@g.nsu.ru,STUDENT,,DCS0601,student123
sgq,sgq@g.nsu.ru,STUDENT,,DCS0602,student123
sgr,sgr@g.nsu.ru,STUDENT,,DCS0603,student123
sgs,sgs@g.nsu.ru,STUDENT,,DCS0604,student123
sgt,sgt@g.nsu.ru,STUDENT,,DCS0605,student123
sgu,sgu@g.nsu.ru,STUDENT,,DCS0606,student123
sgv,sgv@g.nsu.ru,STUDENT,,DCS0607,student123
sgw,sgw@g.nsu.ru,STUDENT,,DCS0608,student123
sgx,sgx@g.nsu.ru,STUDENT,,DCS0609,student123
sgy,sgy@g.nsu.ru,STUDENT,,DCS0610,student123
sgz,sgz@g.nsu.ru,STUDENT,,DCS0611,student123
sh0,sh0@g.nsu.ru,STUDENT,,DCS0612,student123
sh1,sh1@g.nsu.ru,STUDENT,,DCS0613,student123
sh2,sh2@g.nsu.ru,STUDENT,,DCS0614,student123
sh3,sh3@g.nsu.ru,STUDENT,,DCS0615,student123
sh4,sh4@g.nsu.ru,STUDENT,,DCS0616,student123
sh5,sh5@g.nsu.ru,STUDENT,,DCS0617,student123
sh6,sh6@g.nsu.ru,STUDENT,,DCS0618,student123
sh7,sh7@g.nsu.ru,STUDENT,,DCS0619,student123
sh8,sh8@g.nsu.ru,STUDENT,,DCS0620,student123
sh9,sh9@g.nsu.ru,STUDENT,,DCS0621,student123
sha,sha@g.nsu.ru,STUDENT,,DCS0622,student123
shb,shb@g.nsu.ru,STUDENT,,DCS0623,student123
shc,shc@g.nsu.ru,STUDENT,,DCS0624,student123
shd,shd@g.nsu.ru,STUDENT,,DCS0625,student123
she,she@g.nsu.ru,STUDENT,,DCS0626,student123
shf,shf@g.nsu.ru,STUDENT,,DCS0627,student123
shg,shg@g.nsu.ru,STUDENT,,DCS0628,student123
shh,shh@g.nsu.ru,STUDENT,,DCS0629,student123
shi,shi@g.nsu.ru,STUDENT,,DCS0630,student123
shj,shj@g.nsu.ru,STUDENT,,DCS0631,student123
shk,shk@g.nsu.ru,STUDENT,,DCS0632,student123
shl,shl@g.nsu.ru,STUDENT,,DCS0633,student123
shm,shm@g.nsu.ru,STUDENT,,DCS0634,student123
shn,shn@g.nsu.ru,STUDENT,,DCS0635,student123
sho,sho@g.nsu.ru,STUDENT,,DCS0636,student123
shp,shp@g.nsu.ru,STUDENT,,DCS0637,student123
shq,shq@g.nsu.ru,STUDENT,,DCS0638,student123
shr,shr@g.nsu.ru,STUDENT,,DCS0639,student123
shs,shs@g.nsu.ru,STUDENT,,DCS0640,student123
sht,sht@g.nsu.ru,STUDENT,,DCS0641,student123
shu,shu@g.nsu.ru,STUDENT,,DCS0642,student123
shv,shv@g.nsu.ru,STUDENT,,DCS0643,student123
shw,shw@g.nsu.ru,STUDENT,,DCS0644,student123
shx,shx@g.nsu.ru,STUDENT,,DCS0645,student123
shy,shy@g.nsu.ru,STUDENT,,DCS0646,student123
shz,shz@g.nsu.ru,STUDENT,,DCS0647,student123
si0,si0@g.nsu.ru,STUDENT,,DCS0648,student123
si1,si1@g.nsu.ru,STUDENT,,DCS0649,student123
si2,si2@g.nsu.ru,STUDENT,,DCS0650,student123
si3,si3@g.nsu.ru,STUDENT,,DCS0651,student123
si4,si4@g.nsu.ru,STUDENT,,DCS0652,student123
si5,si5@g.nsu.ru,STUDENT,,DCS0653,student123
si6,si6@g.nsu.ru,STUDENT,,DCS0654,student123
si7,si7@g.nsu.ru,STUDENT,,DCS0655,student123
si8,si8@g.nsu.ru,STUDENT,,DCS0656,student123
si9,si9@g.nsu.ru,STUDENT,,DCS0657,student123
sia,sia@g.nsu.ru,STUDENT,,DCS0658,student123
sib,sib@g.nsu.ru,STUDENT,,DCS0659,student123
sic,sic@g.nsu.ru,STUDENT,,DCS0660,student123
sid,sid@g.nsu.ru,STUDENT,,DCS0661,student123
sie,sie@g.nsu.ru,STUDENT,,DCS0662,student123
sif,sif@g.nsu.ru,STUDENT,,DCS0663,student123
sig,sig@g.nsu.ru,STUDENT,,DCS0664,student123
sih,sih@g.nsu.ru,STUDENT,,DCS0665,student123
sii,sii@g.nsu.ru,STUDENT,,DCS0666,student123
sij,sij@g.nsu.ru,STUDENT,,DCS0667,student123
sik,sik@g.nsu.ru,STUDENT,,DCS0668,student123
sil,sil@g.nsu.ru,STUDENT,,DCS0669,student123
sim,sim@g.nsu.ru,STUDENT,,DCS0670,student123
sin,sin@g.nsu.ru,STUDENT,,DCS0671,student123
sio,sio@g.nsu.ru,STUDENT,,DCS0672,student123
sip,sip@g.nsu.ru,STUDENT,,DCS0673,student123
siq,siq@g.nsu.ru,STUDENT,,DCS0674,student123
sir,sir@g.nsu.ru,STUDENT,,DCS0675,student123
sis,sis@g.nsu.ru,STUDENT,,DCS0676,student123
sit,sit@g.nsu.ru,STUDENT,,DCS0677,student123
siu,siu@g.nsu.ru,STUDENT,,DCS0678,student123
siv,siv@g.nsu.ru,STUDENT,,DCS0679,student123
siw,siw@g.nsu.ru,STUDENT,,DCS0680,student123
six,six@g.nsu.ru,STUDENT,,DCS0681,student123
siy,siy@g.nsu.ru,STUDENT,,DCS0682,student123
siz,siz@g.nsu.ru,STUDENT,,DCS0683,student123
sj0,sj0@g.nsu.ru,STUDENT,,DCS0684,student123
sj1,sj1@g.nsu.ru,STUDENT,,DCS0685,student123
sj2,sj2@g.nsu.ru,STUDENT,,DCS0686,student123
sj3,sj3@g.nsu.ru,STUDENT,,DCS0687,student123
sj4,sj4@g.nsu.ru,STUDENT,,DCS0688,student123
sj5,sj5@g.nsu.ru,STUDENT,,DCS0689,student123
sj6,sj6@g.nsu.ru,STUDENT,,DCS0690,student123
sj7,sj7@g.nsu.ru,STUDENT,,DCS0691,student123
sj8,sj8@g.nsu.ru,STUDENT,,DCS0692,student123
sj9,sj9@g.nsu.ru,STUDENT,,DCS0693,student123
sja,sja@g.nsu.ru,STUDENT,,DCS0694,student123
sjb,sjb@g.nsu.ru,STUDENT,,DCS0695,student123
sjc,sjc@g.nsu.ru,STUDENT,,DCS0696,student123
sjd,sjd@g.nsu.ru,STUDENT,,DCS0697,student123
sje,sje@g.nsu.ru,STUDENT,,DCS0698,student123
sjf,sjf@g.nsu.ru,STUDENT,,DCS0699,student123
sjg,sjg@g.nsu.ru,STUDENT,,DCS0700,student123
sjh,sjh@g.nsu.ru,STUDENT,,DCS0701,student123
sji,sji@g.nsu.ru,STUDENT,,DCS0702,student123
sjj,sjj@g.nsu.ru,STUDENT,,DCS0703,student123
sjk,sjk@g.nsu.ru,STUDENT,,DCS0704,student123
sjl,sjl@g.nsu.ru,STUDENT,,DCS0705,student123
sjm,sjm@g.nsu.ru,STUDENT,,DCS0706,student123
sjn,sjn@g.nsu.ru,STUDENT,,DCS0707,student123
sjo,sjo@g.nsu.ru,STUDENT,,DCS0708,student123
sjp,sjp@g.nsu.ru,STUDENT,,DCS0709,student123
sjq,sjq@g.nsu.ru,STUDENT,,DCS0710,student123
sjr,sjr@g.nsu.ru,STUDENT,,DCS0711,student123
sjs,sjs@g.nsu.ru,STUDENT,,DCS0712,student123
sjt,sjt@g.nsu.ru,STUDENT,,DCS0713,student123
sju,sju@g.nsu.ru,STUDENT,,DCS0714,student123
sjv,sjv@g.nsu.ru,STUDENT,,DCS0715,student123
sjw,sjw@g.nsu.ru,STUDENT,,DCS0716,student123
sjx,sjx@g.nsu.ru,STUDENT,,DCS0717,student123
sjy,sjy@g.nsu.ru,STUDENT,,DCS0718,student123
sjz,sjz@g.nsu.ru,STUDENT,,DCS0719,student123
sk0,sk0@g.nsu.ru,STUDENT,,DCS0720,student123
sk1,sk1@g.nsu.ru,STUDENT,,DCS0721,student123
sk2,sk2@g.nsu.ru,STUDENT,,DCS0722,student123
sk3,sk3@g.nsu.ru,STUDENT,,DCS0723,student123
sk4,sk4@g.nsu.ru,STUDENT,,DCS0724,student123
sk5,sk5@g.nsu.ru,STUDENT,,DCS0725,student123
sk6,sk6@g.nsu.ru,STUDENT,,DCS0726,student123
sk7,sk7@g.nsu.ru,STUDENT,,DCS0727,student123
sk8,sk8@g.nsu.ru,STUDENT,,DCS0728,student123
sk9,sk9@g.nsu.ru,STUDENT,,DCS0729,student123
ska,ska@g.nsu.ru,STUDENT,,DCS0730,student123
skb,skb@g.nsu.ru,STUDENT,,DCS0731,student123
skc,skc@g.nsu.ru,STUDENT,,DCS0732,student123
skd,skd@g.nsu.ru,STUDENT,,DCS0733,student123
ske,ske@g.nsu.ru,STUDENT,,DCS0734,student123
skf,skf@g.nsu.ru,STUDENT,,DCS0735,student123
skg,skg@g.nsu.ru,STUDENT,,DCS0736,student123
skh,skh@g.nsu.ru,STUDENT,,DCS0737,student123
ski,ski@g.nsu.ru,STUDENT,,DCS0738,student123
skj,skj@g.nsu.ru,STUDENT,,DCS0739,student123
skk,skk@g.nsu.ru,STUDENT,,DCS0740,student123
skl,skl@g.nsu.ru,STUDENT,,DCS0741,student123
skm,skm@g.nsu.ru,STUDENT,,DCS0742,student123
skn,skn@g.nsu.ru,STUDENT,,DCS0743,student123
sko,sko@g.nsu.ru,STUDENT,,DCS0744,student123
skp,skp@g.nsu.ru,STUDENT,,DCS0745,student123
skq,skq@g.nsu.ru,STUDENT,,DCS0746,student123
skr,skr@g.nsu.ru,STUDENT,,DCS0747,student123
sks,sks@g.nsu.ru,STUDENT,,DCS0748,student123
skt,skt@g.nsu.ru,STUDENT,,DCS0749,student123
sku,sku@g.nsu.ru,STUDENT,,DCS0750,student123
skv,skv@g.nsu.ru,STUDENT,,DCS0751,student123
skw,skw@g.nsu.ru,STUDENT,,DCS0752,student123
skx,skx@g.nsu.ru,STUDENT,,DCS0753,student123
sky,sky@g.nsu.ru,STUDENT,,DCS0754,student123
skz,skz@g.nsu.ru,STUDENT,,DCS0755,student123
sl0,sl0@g.nsu.ru,STUDENT,,DCS0756,student123
sl1,sl1@g.nsu.ru,STUDENT,,DCS0757,student123
sl2,sl2@g.nsu.ru,STUDENT,,DCS0758,student123
sl3,sl3@g.nsu.ru,STUDENT,,DCS0759,student123
sl4,sl4@g.nsu.ru,STUDENT,,DCS0760,student123
sl5,sl5@g.nsu.ru,STUDENT,,DCS0761,student123
sl6,sl6@g.nsu.ru,STUDENT,,DCS0762,student123
sl7,sl7@g.nsu.ru,STUDENT,,DCS0763,student123
sl8,sl8@g.nsu.ru,STUDENT,,DCS0764,student123
sl9,sl9@g.nsu.ru,STUDENT,,DCS0765,student123
sla,sla@g.nsu.ru,STUDENT,,DCS0766,student123
slb,slb@g.nsu.ru,STUDENT,,DCS0767,student123
slc,slc@g.nsu.ru,STUDENT,,DCS0768,student123
sld,sld@g.nsu.ru,STUDENT,,DCS0769,student123
sle,sle@g.nsu.ru,STUDENT,,DCS0770,student123
slf,slf@g.nsu.ru,STUDENT,,DCS0771,student123
slg,slg@g.nsu.ru,STUDENT,,DCS0772,student123
slh,slh@g.nsu.ru,STUDENT,,DCS0773,student123
sli,sli@g.nsu.ru,STUDENT,,DCS0774,student123
slj,slj@g.nsu.ru,STUDENT,,DCS0775,student123
slk,slk@g.nsu.ru,STUDENT,,DCS0776,student123
sll,sll@g.nsu.ru,STUDENT,,DCS0777,student123
slm,slm@g.nsu.ru,STUDENT,,DCS0778,student123
sln,sln@g.nsu.ru,STUDENT,,DCS0779,student123
slo,slo@g.nsu.ru,STUDENT,,DCS0780,student123
slp,slp@g.nsu.ru,STUDENT,,DCS0781,student123
slq,slq@g.nsu.ru,STUDENT,,DCS0782,student123
slr,slr@g.nsu.ru,STUDENT,,DCS0783,student123
sls,sls@g.nsu.ru,STUDENT,,DCS0784,student123
slt,slt@g.nsu.ru,STUDENT,,DCS0785,student123
slu,slu@g.nsu.ru,STUDENT,,DCS0786,student123
slv,slv@g.nsu.ru,STUDENT,,DCS0787,student123
slw,slw@g.nsu.ru,STUDENT,,DCS0788,student123
slx,slx@g.nsu.ru,STUDENT,,DCS0789,student123
sly,sly@g.nsu.ru,STUDENT,,DCS0790,student123
slz,slz@g.nsu.ru,STUDENT,,DCS0791,student123
sm0,sm0@g.nsu.ru,STUDENT,,DCS0792,student123
sm1,sm1@g.nsu.ru,STUDENT,,DCS0793,student123
sm2,sm2@g.nsu.ru,STUDENT,,DCS0794,student123
sm3,sm3@g.nsu.ru,STUDENT,,DCS0795,student123
sm4,sm4@g.nsu.ru,STUDENT,,DCS0796,student123
sm5,sm5@g.nsu.ru,STUDENT,,DCS0797,student123
sm6,sm6@g.nsu.ru,STUDENT,,DCS0798,student123
sm7,sm7@g.nsu.ru,STUDENT,,DCS0799,student123
sm8,sm8@g.nsu.ru,STUDENT,,DCS0800,student123
sm9,sm9@g.nsu.ru,STUDENT,,DCS0801,student123
sma,sma@g.nsu.ru,STUDENT,,DCS0802,student123
smb,smb@g.nsu.ru,STUDENT,,DCS0803,student123
smc,smc@g.nsu.ru,STUDENT,,DCS0804,student123
smd,smd@g.nsu.ru,STUDENT,,DCS0805,student123
sme,sme@g.nsu.ru,STUDENT,,DCS0806,student123
smf,smf@g.nsu.ru,STUDENT,,DCS0807,student123
smg,smg@g.nsu.ru,STUDENT,,DCS0808,student123
smh,smh@g.nsu.ru,STUDENT,,DCS0809,student123
smi,smi@g.nsu.ru,STUDENT,,DCS0810,student123
smj,smj@g.nsu.ru,STUDENT,,DCS0811,student123
smk,smk@g.nsu.ru,STUDENT,,DCS0812,student123
sml,sml@g.nsu.ru,STUDENT,,DCS0813,student123
smm,smm@g.nsu.ru,STUDENT,,DCS0814,student123
smn,smn@g.nsu.ru,STUDENT,,DCS0815,student123
smo,smo@g.nsu.ru,STUDENT,,DCS0816,student123
smp,smp@g.nsu.ru,STUDENT,,DCS0817,student123
smq,smq@g.nsu.ru,STUDENT,,DCS0818,student123
smr,smr@g.nsu.ru,STUDENT,,DCS0819,student123
sms,sms@g.nsu.ru,STUDENT,,DCS0820,student123
smt,smt@g.nsu.ru,STUDENT,,DCS0821,student123
smu,smu@g.nsu.ru,STUDENT,,DCS0822,student123
smv,smv@g.nsu.ru,STUDENT,,DCS0823,student123
smw,smw@g.nsu.ru,STUDENT,,DCS0824,student123
smx,smx@g.nsu.ru,STUDENT,,DCS0825,student123
smy,smy@g.nsu.ru,STUDENT,,DCS0826,student123
smz,smz@g.nsu.ru,STUDENT,,DCS0827,student123
sn0,sn0@g.nsu.ru,STUDENT,,DCS0828,student123
sn1,sn1@g.nsu.ru,STUDENT,,DCS0829,student123
sn2,sn2@g.nsu.ru,STUDENT,,DCS0830,student123
sn3,sn3@g.nsu.ru,STUDENT,,DCS0831,student123
sn4,sn4@g.nsu.ru,STUDENT,,DCS0832,student123
sn5,sn5@g.nsu.ru,STUDENT,,DCS0833,student123
sn6,sn6@g.nsu.ru,STUDENT,,DCS0834,student123
sn7,sn7@g.nsu.ru,STUDENT,,DCS0835,student123
sn8,sn8@g.nsu.ru,STUDENT,,DCS0836,student123
sn9,sn9@g.nsu.ru,STUDENT,,DCS0837,student123
sna,sna@g.nsu.ru,STUDENT,,DCS0838,student123
snb,snb@g.nsu.ru,STUDENT,,DCS0839,student123
snc,snc@g.nsu.ru,STUDENT,,DCS0840,student123
snd,snd@g.nsu.ru,STUDENT,,DCS0841,student123
sne,sne@g.nsu.ru,STUDENT,,DCS0842,student123
snf,snf@g.nsu.ru,STUDENT,,DCS0843,student123
sng,sng@g.nsu.ru,STUDENT,,DCS0844,student123
snh,snh@g.nsu.ru,STUDENT,,DCS0845,student123
sni,sni@g.nsu.ru,STUDENT,,DCS0846,student123
snj,snj@g.nsu.ru,STUDENT,,DCS0847,student123
snk,snk@g.nsu.ru,STUDENT,,DCS0848,student123
snl,snl@g.nsu.ru,STUDENT,,DCS0849,student123
snm,snm@g.nsu.ru,STUDENT,,DCS0850,student123
snn,snn@g.nsu.ru,STUDENT,,DCS0851,student123
sno,sno@g.nsu.ru,STUDENT,,DCS0852,student123
snp,snp@g.nsu.ru,STUDENT,,DCS0853,student123
snq,snq@g.nsu.ru,STUDENT,,DCS0854,student123
snr,snr@g.nsu.ru,STUDENT,,DCS0855,student123
sns,sns@g.nsu.ru,STUDENT,,DCS0856,student123
snt,snt@g.nsu.ru,STUDENT,,DCS0857,student123
snu,snu@g.nsu.ru,STUDENT,,DCS0858,student123
snv,snv@g.nsu.ru,STUDENT,,DCS0859,student123
snw,snw@g.nsu.ru,STUDENT,,DCS0860,student123
snx,snx@g.nsu.ru,STUDENT,,DCS0861,student123
sny,sny@g.nsu.ru,STUDENT,,DCS0862,student123
snz,snz@g.nsu.ru,STUDENT,,DCS0863,student123
so0,so0@g.nsu.ru,STUDENT,,DCS0864,student123
so1,so1@g.nsu.ru,STUDENT,,DCS0865,student123
so2,so2@g.nsu.ru,STUDENT,,DCS0866,student123
so3,so3@g.nsu.ru,STUDENT,,DCS0867,student123
so4,so4@g.nsu.ru,STUDENT,,DCS0868,student123
so5,so5@g.nsu.ru,STUDENT,,DCS0869,student123
so6,so6@g.nsu.ru,STUDENT,,DCS0870,student123
so7,so7@g.nsu.ru,STUDENT,,DCS0871,student123
so8,so8@g.nsu.ru,STUDENT,,DCS0872,student123
so9,so9@g.nsu.ru,STUDENT,,DCS0873,student123
soa,soa@g.nsu.ru,STUDENT,,DCS0874,student123
sob,sob@g.nsu.ru,STUDENT,,DCS0875,student123
soc,soc@g.nsu.ru,STUDENT,,DCS0876,student123
sod,sod@g.nsu.ru,STUDENT,,DCS0877,student123
soe,soe@g.nsu.ru,STUDENT,,DCS0878,student123
sof,sof@g.nsu.ru,STUDENT,,DCS0879,student123
sog,sog@g.nsu.ru,STUDENT,,DCS0880,student123
soh,soh@g.nsu.ru,STUDENT,,DCS0881,student123
soi,soi@g.nsu.ru,STUDENT,,DCS0882,student123
soj,soj@g.nsu.ru,STUDENT,,DCS0883,student123
sok,sok@g.nsu.ru,STUDENT,,DCS0884,student123
sol,sol@g.nsu.ru,STUDENT,,DCS0885,student123
som,som@g.nsu.ru,STUDENT,,DCS0886,student123
son,son@g.nsu.ru,STUDENT,,DCS0887,student123
soo,soo@g.nsu.ru,STUDENT,,DCS0888,student123
sop,sop@g.nsu.ru,STUDENT,,DCS0889,student123
soq,soq@g.nsu.ru,STUDENT,,DCS0890,student123
sor,sor@g.nsu.ru,STUDENT,,DCS0891,student123
sos,sos@g.nsu.ru,STUDENT,,DCS0892,student123
sot,sot@g.nsu.ru,STUDENT,,DCS0893,student123
sou,sou@g.nsu.ru,STUDENT,,DCS0894,student123
sov,sov@g.nsu.ru,STUDENT,,DCS0895,student123
sow,sow@g.nsu.ru,STUDENT,,DCS0896,student123
sox,sox@g.nsu.ru,STUDENT,,DCS0897,student123
soy,soy@g.nsu.ru,STUDENT,,DCS0898,student123
soz,soz@g.nsu.ru,STUDENT,,DCS0899,student123
sp0,sp0@g.nsu.ru,STUDENT,,DCS0900,student123
